(A)chondrite,id,Class,Country,latitude,longitude,ff,Group,Locality,mck,Month,Name,Petrologic type,Recovered weight,Shock stage,Synonyms,Type,wg,Year
Achondrite,26580,Acapulcoite,Antarctica,-76.7167,159.6667,Find,ACAP,Victoria Land,A1277.081,,Allan Hills 77081,,0.0086,,,Stone,B,1977.0
Chondrite,26527,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.027,,Allan Hills 77027,6,0.0037,,,Stone,B/C,1977.0
Chondrite,27181,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.036,,Allan Hills 81036,5,0.2521,,,Stone,C,1981.0
Chondrite,26590,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.091,,Allan Hills 77091,5,0.0042,,,Stone,B/C,1977.0
Chondrite,26531,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.031,,Allan Hills 77031,3,0.0005,,,Stone,B/C,1977.0
Chondrite,27182,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.037,,Allan Hills 81037,6,0.3203,,,Stone,B,1981.0
Chondrite,26606,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.107,,Allan Hills 77107,5,0.00471,,,Stone,,1977.0
Chondrite,26538,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.038,,Allan Hills 77038,5,0.0188,,,Stone,A/B,1977.0
Chondrite,27184,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.039,,Allan Hills 81039,5,0.2059,,,Stone,A/B,1981.0
Chondrite,26613,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.115,,Allan Hills 77115,3,0.1544,,,Stone,B/C,1977.0
Chondrite,26539,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.039,,Allan Hills 77039,5,0.0081999999999999,,,Stone,A/B,1977.0
Chondrite,27189,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.044,,Allan Hills 81044,4,0.3868,,,Stone,C,1981.0
Chondrite,26620,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.122,,Allan Hills 77122,5,0.0046,,,Stone,B,1977.0
Chondrite,26551,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.051,,Allan Hills 77051,5,0.015,,,Stone,A,1977.0
Chondrite,27193,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.048,,Allan Hills 81048,4,0.1906,,,Stone,B/C,1981.0
Chondrite,26621,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.123,,Allan Hills 77123,5,0.00346,,,Stone,,1977.0
Chondrite,26555,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.055,,Allan Hills 77055,4,0.00507,,,Stone,,1977.0
Chondrite,27202,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.057,,Allan Hills 81057,4,0.0084,,,Stone,B,1981.0
Chondrite,26623,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.125,,Allan Hills 77125,5,0.0186999999999999,,,Stone,A/B,1977.0
Chondrite,26556,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.056,,Allan Hills 77056,4,0.0123,,,Stone,A/B,1977.0
Chondrite,27214,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1281.069,,Allan Hills 81069,3,0.0072,,,Stone,B/C,1981.0
Chondrite,26630,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.132,,Allan Hills 77132,5,0.1154,,,Stone,A/B,1977.0
Chondrite,26558,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.058,,Allan Hills 77058,5,0.0037,,,Stone,B,1977.0
Chondrite,27217,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.072,,Allan Hills 81072,5,0.0032,,,Stone,B/C,1981.0
Chondrite,26634,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.136,,Allan Hills 77136,5,0.0036,,,Stone,A/B,1977.0
Chondrite,26566,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.066,,Allan Hills 77066,5,0.0049,,,Stone,A,1977.0
Chondrite,27218,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.073,,Allan Hills 81073,4,0.0033,,,Stone,B/C,1981.0
Chondrite,26637,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.139,,Allan Hills 77139,5,0.0659,,,Stone,A/B,1977.0
Chondrite,26573,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.074,,Allan Hills 77074,5,0.0121,,,Stone,B,1977.0
Chondrite,27232,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1281.087,,Allan Hills 81087,3,0.0084,,,Stone,B/C,1981.0
Chondrite,26641,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.143,,Allan Hills 77143,5,0.039,,,Stone,A/B,1977.0
Chondrite,26582,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.083,,Allan Hills 77083,4,0.00907,,,Stone,,1977.0
Chondrite,27234,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.089,,Allan Hills 81089,5,0.0112,,,Stone,B,1981.0
Chondrite,26659,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.161,,Allan Hills 77161,5,0.0060999999999999,,,Stone,B,1977.0
Chondrite,26583,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.084,,Allan Hills 77084,5,0.0441,,,Stone,A/B,1977.0
Chondrite,27239,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.094,,Allan Hills 81094,6,0.152,,,Stone,C,1981.0
Chondrite,26661,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.163,,Allan Hills 77163,3,0.0243,,,Stone,B/C,1977.0
Chondrite,26587,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.088,,Allan Hills 77088,5,0.0512,,,Stone,C,1977.0
,27243,Mesosiderite,Antarctica,-76.7167,159.6667,Find,MES,Victoria Land,A1281.098,,Allan Hills 81098,,0.0709,,,Stony-Iron,C,1981.0
Chondrite,26667,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.169,,Allan Hills 77169,6,0.00734,,,Stone,,1977.0
Chondrite,26592,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.093,,Allan Hills 77093,4,0.00905,,,Stone,,1977.0
Chondrite,27244,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1281.099,,Allan Hills 81099,6,0.1515999999999999,S5,,Stone,A/B,1981.0
Chondrite,26668,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.170,,Allan Hills 77170,3,0.0121999999999999,,,Stone,B/C,1977.0
Chondrite,26595,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.096,,Allan Hills 77096,5,0.0025,,,Stone,A,1977.0
Chondrite,27245,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.100,,Allan Hills 81100,5,0.1546,,,Stone,B,1981.0
Chondrite,26672,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.174,,Allan Hills 77174,5,0.0324,,,Stone,A,1977.0
Chondrite,26596,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.097,,Allan Hills 77097,5,0.00136,,,Stone,,1977.0
Chondrite,27247,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.102,,Allan Hills 81102,6,0.196,,,Stone,B/C,1981.0
Chondrite,26677,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.179,,Allan Hills 77179,5,0.0091799999999999,,,Stone,,1977.0
Chondrite,26610,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.112,,Allan Hills 77112,5,0.0217,,,Stone,A,1977.0
Chondrite,27248,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.103,,Allan Hills 81103,6,0.1361,,,Stone,B/C,1981.0
Chondrite,26694,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.197,,Allan Hills 77197,3,0.0203,,,Stone,A/B,1977.0
Chondrite,26617,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.119,,Allan Hills 77119,5,0.0064,,,Stone,C,1977.0
Chondrite,27255,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.110,,Allan Hills 81110,5,0.003,,,Stone,B/C,1981.0
Chondrite,26699,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.202,,Allan Hills 77202,5,0.0027,,,Stone,B,1977.0
Chondrite,26619,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.121,,Allan Hills 77121,5,0.00448,,,Stone,,1977.0
Chondrite,27260,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.115,,Allan Hills 81115,5,0.1549,,,Stone,C,1981.0
Chondrite,26711,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.214,,Allan Hills 77214,3,2.111,,,Stone,C,1977.0
Chondrite,26622,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.124,,Allan Hills 77124,5,0.0044,,,Stone,C,1977.0
Chondrite,27275,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.130,,Allan Hills 81130,5,0.0299,,,Stone,B,1981.0
Chondrite,26714,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.217,,Allan Hills 77217,3,0.4132,,,Stone,B,1977.0
Chondrite,26624,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.126,,Allan Hills 77126,5,0.0252,,,Stone,A/B,1977.0
Chondrite,27281,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.136,,Allan Hills 81136,5,0.0012,,,Stone,B,1981.0
Chondrite,26722,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.225,,Allan Hills 77225,4,5.878,,,Stone,Ce,1977.0
Chondrite,26627,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.129,,Allan Hills 77129,5,0.0017,,,Stone,B,1977.0
Chondrite,27284,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.139,,Allan Hills 81139,5,0.0070999999999999,,,Stone,B/C,1981.0
Chondrite,26724,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.227,,Allan Hills 77227,5,0.016,,,Stone,A,1977.0
Chondrite,26629,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.131,,Allan Hills 77131,6,0.0259,,,Stone,A/B,1977.0
Chondrite,27288,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.143,,Allan Hills 81143,5,0.0125,,,Stone,B/C,1981.0
Chondrite,26733,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.236,,Allan Hills 77237,5,0.0040999999999999,,,Stone,A,1977.0
Chondrite,26633,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.135,,Allan Hills 77135,5,0.00323,,,Stone,,1977.0
Chondrite,27293,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.148,,Allan Hills 81148,5,0.0133,,,Stone,B,1981.0
Chondrite,26735,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.239,,Allan Hills 77239,6,0.019,,,Stone,B,1977.0
Chondrite,26636,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.138,,Allan Hills 77138,5,0.0021,,,Stone,A,1977.0
Chondrite,27301,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1281.156,,Allan Hills 81156,3,0.0197,,,Stone,B/C,1981.0
Chondrite,26742,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.246,,Allan Hills 77246,6,0.0416,,,Stone,B,1977.0
Chondrite,26639,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.141,,Allan Hills 77141,4,0.0112,,,Stone,,1977.0
Chondrite,27309,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.164,,Allan Hills 81164,5,0.0201,,,Stone,B,1981.0
,26746,,Antarctica,-76.7167,159.6667,Find,IAB,Victoria Land,A1277.250,,Allan Hills 77250,,10.555,,,Iron,,1977.0
Chondrite,26644,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.146,,Allan Hills 77146,6,0.0182,,,Stone,A/B,1977.0
Chondrite,27311,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.166,,Allan Hills 81166,5,0.0263,,,Stone,B,1981.0
Chondrite,26749,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.253,,Allan Hills 77253,5,0.0236,,,Stone,A/B,1977.0
Chondrite,26646,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.148,,Allan Hills 77148,6,0.0130999999999999,,,Stone,C,1977.0
Chondrite,27324,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.179,,Allan Hills 81179,5,0.0136999999999999,,,Stone,B,1981.0
Achondrite,26752,Diogenite,Antarctica,-76.7167,159.6667,Find,DIO,Victoria Land,A1277.256,,Allan Hills 77256,,0.6762,,,Stone,A/B,1977.0
Chondrite,26648,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.150,,Allan Hills 77150,6,0.0583,,,Stone,C,1977.0
Chondrite,27334,Enstatite,Antarctica,-76.7167,159.6667,Find,EH,Victoria Land,A1281.189,,Allan Hills 81189,3,0.0026,S3,,Stone,C,1981.0
Achondrite,26753,Ureilite,Antarctica,-76.7167,159.6667,Find,URE,Victoria Land,A1277.257,,Allan Hills 77257,,1.9957,,,Stone,Ae,1977.0
Chondrite,26652,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.154,,Allan Hills 77154,5,0.00521,,,Stone,,1977.0
Chondrite,27335,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1281.190,,Allan Hills 81190,3,0.0482999999999999,,,Stone,C,1981.0
Chondrite,26755,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.259,,Allan Hills 77259,5,0.294,,,Stone,C,1977.0
Chondrite,26653,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.155,,Allan Hills 77155,6,0.3053,S4,,Stone,A/B,1977.0
Chondrite,27341,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.196,,Allan Hills 81196,6,0.0094,,,Stone,B,1981.0
Chondrite,26768,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.272,,Allan Hills 77272,6,0.6741,,,Stone,B/C,1977.0
Chondrite,26656,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.158,,Allan Hills 77158,5,0.0198999999999999,,,Stone,B,1977.0
Chondrite,27344,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.199,,Allan Hills 81199,4,0.016,,,Stone,C,1981.0
Chondrite,26774,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.279,,Allan Hills 77279,5,0.1745,,,Stone,A,1977.0
Chondrite,26662,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.164,,Allan Hills 77164,3,0.0381,,,Stone,C,1977.0
Chondrite,27354,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.209,,Allan Hills 81209,5,0.0139,,,Stone,B/C,1981.0
Chondrite,26777,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.282,,Allan Hills 77282,6,4.1271,,,Stone,B,1977.0
Chondrite,26673,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.175,,Allan Hills 77175,3,0.0233,,,Stone,B/C,1977.0
Chondrite,27355,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.210,,Allan Hills 81210,6,0.0006,,,Stone,B,1981.0
Chondrite,26790,Enstatite,Antarctica,-76.7167,159.6667,Find,EH,Victoria Land,A1277.295,,Allan Hills 77295,3,0.1413,S4,,Stone,B,1977.0
Chondrite,26674,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.176,,Allan Hills 77176,3,0.0554,,,Stone,B,1977.0
Chondrite,27357,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.212,,Allan Hills 81212,4,0.0115,,,Stone,B/C,1981.0
Chondrite,26791,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.296,,Allan Hills 77296,6,0.9633,,,Stone,A/Be,1977.0
Chondrite,26675,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.177,,Allan Hills 77177,5,0.3681999999999999,,,Stone,C,1977.0
Chondrite,27358,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.213,,Allan Hills 81213,5,0.0029,,,Stone,B/C,1981.0
Chondrite,26793,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.299,,Allan Hills 77299,3,0.2607,,,Stone,A,1977.0
Chondrite,26680,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.182,,Allan Hills 77182,5,1.1347,,,Stone,C,1977.0
Chondrite,27359,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1281.214,,Allan Hills 81214,3,0.0044,,,Stone,B/C,1981.0
Chondrite,26795,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.301,,Allan Hills 77301,6,0.0549,S4,,Stone,A,1977.0
Chondrite,26689,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.192,,Allan Hills 77192,4,0.8452999999999999,,,Stone,C,1977.0
Chondrite,27370,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.226,,Allan Hills 81226,5,0.0029,,,Stone,C,1981.0
Chondrite,26801,Carbonaceous,Antarctica,-76.7167,159.6667,Find,CO,Victoria Land,A1277.307,,Allan Hills 77307,3,0.1813,S1,,Stone,Ae,1977.0
Chondrite,26690,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.193,,Allan Hills 77193,5,0.0067,,,Stone,A,1977.0
Chondrite,27371,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.227,,Allan Hills 81227,5,0.0113,,,Stone,B,1981.0
Chondrite,26803,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.002,,Allan Hills 78002,6,0.0115,,,Stone,A,1978.0
Chondrite,26692,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.195,,Allan Hills 77195,5,0.0047,,,Stone,A,1977.0
Chondrite,27372,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.228,,Allan Hills 81228,5,0.0077,,,Stone,B/C,1981.0
Chondrite,26808,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.007,,Allan Hills 78007,5,0.00845,,,Stone,,1977.0
Chondrite,26693,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.196,,Allan Hills 77196,6,0.00515,,,Stone,,1977.0
Chondrite,27373,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1281.229,,Allan Hills 81229,3,0.04,,,Stone,C,1981.0
Chondrite,26815,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1278.014,,Allan Hills 78014,3,0.00695,,,Stone,,1977.0
Chondrite,26696,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.199,,Allan Hills 77199,5,0.00313,,,Stone,,1977.0
Chondrite,27394,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.250,,Allan Hills 81250,6,0.0169,,,Stone,B,1981.0
Chondrite,26818,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1278.017,,Allan Hills 78017,3,0.0029,,,Stone,B,1978.0
Chondrite,26698,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.201,,Allan Hills 77201,5,0.015,,,Stone,A,1977.0
Chondrite,27401,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1281.257,,Allan Hills 81257,6,0.0287,,,Stone,B,1981.0
Chondrite,26826,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.025,,Allan Hills 78025,5,0.0083,,,Stone,A,1978.0
Chondrite,26702,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.205,,Allan Hills 77205,5,0.0031,,,Stone,B,1977.0
Chondrite,27404,Enstatite,Antarctica,-76.7167,159.6667,Find,EL,Victoria Land,A1281.260,,Allan Hills 81260,6,0.1240999999999999,S2,,Stone,A/Be,1981.0
Chondrite,26828,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.027,,Allan Hills 78027,5,0.0292,,,Stone,,1978.0
Chondrite,26705,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.208,,Allan Hills 77208,4,1.733,,,Stone,C,1977.0
Chondrite,27406,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1281.262,,Allan Hills 81262,6,0.0555,,,Stone,A/B,1981.0
Chondrite,26834,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.033,,Allan Hills 78033,4,0.005,,,Stone,B,1978.0
Chondrite,26712,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.215,,Allan Hills 77215,3,0.8196,,,Stone,B,1977.0
Chondrite,27416,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.273,,Allan Hills 81273,6,0.0428,,,Stone,C,1981.0
Chondrite,26836,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.035,,Allan Hills 78035,6,0.0025,,,Stone,,1978.0
Chondrite,26720,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.223,,Allan Hills 77223,4,0.2079,,,Stone,C,1977.0
Chondrite,27420,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.277,,Allan Hills 81277,5,0.0066,,,Stone,B,1981.0
Chondrite,26840,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1278.039,,Allan Hills 78039,6,0.299,,,Stone,B,1978.0
Chondrite,26721,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.224,,Allan Hills 77224,4,0.7868999999999999,,,Stone,C,1977.0
Chondrite,27431,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.288,,Allan Hills 81288,6,0.0198,,,Stone,B,1981.0
Chondrite,26853,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.052,,Allan Hills 78052,5,0.0973,,,Stone,C,1978.0
Chondrite,26729,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.232,,Allan Hills 77232,4,6.4943,,,Stone,C,1977.0
Chondrite,27444,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.301,,Allan Hills 81301,5,0.0125,,,Stone,B/C,1981.0
Chondrite,26855,Ordinary,Antarctica,-76.7167,159.6667,Find,LL,Victoria Land,A1278.054,,Allan Hills 78054,5,0.00931,,,Stone,,1977.0
Chondrite,26732,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.235,,Allan Hills 77235,5,0.0049,,,Stone,A/B,1977.0
Chondrite,27445,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.302,,Allan Hills 81302,5,0.0042,,,Stone,B/C,1981.0
Chondrite,26870,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.069,,Allan Hills 78069,6,0.0044,,,Stone,B,1978.0
Chondrite,26737,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1277.241,,Allan Hills 77241,3,0.1441,,,Stone,C,1977.0
Chondrite,27448,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.305,,Allan Hills 81305,5,0.0011,,,Stone,B/C,1981.0
Chondrite,26875,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.075,,Allan Hills 78075,5,0.2806,,,Stone,B/C,1978.0
Chondrite,26741,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.245,,Allan Hills 77245,5,0.0334,,,Stone,A/B,1977.0
Chondrite,27449,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1281.306,,Allan Hills 81306,5,0.0070999999999999,,,Stone,B,1981.0
Chondrite,26877,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.077,,Allan Hills 78077,4,0.3306,,,Stone,C,1978.0
,26759,,Antarctica,-76.7167,159.6667,Find,IAB,Victoria Land,A1277.263,,Allan Hills 77263,,1.669,,,Iron,,1977.0
Chondrite,27450,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1281.307,,Allan Hills 81307,6,0.0569,,,Stone,B,1981.0
Chondrite,26885,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.085,,Allan Hills 78085,5,0.2193,,,Stone,Be,1978.0
Chondrite,26771,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.275,,Allan Hills 77275,5,0.0249,,,Stone,A,1977.0
Chondrite,27455,Carbonaceous,Antarctica,-76.7167,159.6667,Find,CM,Victoria Land,A1281.312,,Allan Hills 81312,2,0.0007,,,Stone,A,1981.0
Chondrite,26888,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.088,,Allan Hills 78088,5,0.0052,,,Stone,,1978.0
Chondrite,26773,Ordinary,Antarctica,-76.7167,159.6667,Find,LL,Victoria Land,A1277.278,,Allan Hills 77278,3,0.3128999999999999,,,Stone,A,1977.0
Chondrite,27464,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1282.103,,Allan Hills 82103,5,2.5292,,,Stone,B,1982.0
Chondrite,26902,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1278.102,,Allan Hills 78102,5,0.3369,,,Stone,B/C,1978.0
Chondrite,26781,Ordinary,Antarctica,-76.7167,159.6667,Find,H,Victoria Land,A1277.286,,Allan Hills 77286,4,0.2458,,,Stone,C,1977.0
Chondrite,27465,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1282.104,,Allan Hills 82104,5,0.3988,S6,,Stone,A,1982.0
Chondrite,26914,Ordinary,Antarctica,-76.7167,159.6667,Find,L,Victoria Land,A1278.114,,Allan Hills 78114,6,0.8081,,,Stone,B/C,1978.0
